#DELTA21, K = 2.026028
#Energy[eV]	Flux[ph/s/eV/100mA] 
100.00	0.000000E+00 
110.00	0.000000E+00 
120.00	0.000000E+00 
130.00	0.000000E+00 
140.00	0.000000E+00 
150.00	0.000000E+00 
160.00	0.000000E+00 
170.00	0.000000E+00 
180.00	0.000000E+00 
190.00	0.000000E+00 
200.00	0.000000E+00 
210.00	0.000000E+00 
220.00	0.000000E+00 
230.00	0.000000E+00 
240.00	0.000000E+00 
250.00	0.000000E+00 
260.00	0.000000E+00 
270.00	0.000000E+00 
280.00	0.000000E+00 
290.00	0.000000E+00 
300.00	0.000000E+00 
310.00	0.000000E+00 
320.00	0.000000E+00 
330.00	0.000000E+00 
340.00	0.000000E+00 
350.00	0.000000E+00 
360.00	0.000000E+00 
370.00	0.000000E+00 
380.00	0.000000E+00 
390.00	0.000000E+00 
400.00	0.000000E+00 
410.00	0.000000E+00 
420.00	0.000000E+00 
430.00	0.000000E+00 
440.00	0.000000E+00 
450.00	0.000000E+00 
460.00	0.000000E+00 
470.00	0.000000E+00 
480.00	0.000000E+00 
490.00	0.000000E+00 
500.00	0.000000E+00 
510.00	0.000000E+00 
520.00	0.000000E+00 
530.00	0.000000E+00 
540.00	0.000000E+00 
550.00	0.000000E+00 
560.00	0.000000E+00 
570.00	0.000000E+00 
580.00	0.000000E+00 
590.00	0.000000E+00 
600.00	0.000000E+00 
610.00	0.000000E+00 
620.00	0.000000E+00 
630.00	0.000000E+00 
640.00	0.000000E+00 
650.00	0.000000E+00 
660.00	0.000000E+00 
670.00	8.867769E+10 
680.00	8.897520E+10 
690.00	8.964250E+10 
700.00	9.031159E+10 
710.00	9.085201E+10 
720.00	9.156296E+10 
730.00	9.262094E+10 
740.00	9.357036E+10 
750.00	9.442378E+10 
760.00	9.570742E+10 
770.00	9.720307E+10 
780.00	9.841013E+10 
790.00	9.981354E+10 
800.00	1.017752E+11 
810.00	1.036234E+11 
820.00	1.053604E+11 
830.00	1.075480E+11 
840.00	1.100167E+11 
850.00	1.123325E+11 
860.00	1.147680E+11 
870.00	1.179506E+11 
880.00	1.211673E+11 
890.00	1.241317E+11 
900.00	1.278103E+11 
910.00	1.320865E+11 
920.00	1.360985E+11 
930.00	1.404394E+11 
940.00	1.457466E+11 
950.00	1.513417E+11 
960.00	1.568888E+11 
970.00	1.632673E+11 
980.00	1.708084E+11 
990.00	1.782679E+11 
1000.00	1.862209E+11 
1010.00	1.958777E+11 
1020.00	2.063821E+11 
1030.00	2.170837E+11 
1040.00	2.294779E+11 
1050.00	2.440987E+11 
1060.00	2.594489E+11 
1070.00	2.761548E+11 
1080.00	2.963066E+11 
1090.00	3.191199E+11 
1100.00	3.435612E+11 
1110.00	3.721577E+11 
1120.00	4.067600E+11 
1130.00	4.454196E+11 
1140.00	4.894019E+11 
1150.00	5.436964E+11 
1160.00	6.089871E+11 
1170.00	6.847186E+11 
1180.00	7.780649E+11 
1190.00	8.977503E+11 
1200.00	1.046690E+12 
1210.00	1.235935E+12 
