#DELTA21, K = 2.096544
#Energy[eV]	Flux[ph/s/eV/100mA] 
100.00	0.000000E+00 
110.00	0.000000E+00 
120.00	0.000000E+00 
130.00	0.000000E+00 
140.00	0.000000E+00 
150.00	0.000000E+00 
160.00	0.000000E+00 
170.00	0.000000E+00 
180.00	0.000000E+00 
190.00	0.000000E+00 
200.00	0.000000E+00 
210.00	0.000000E+00 
220.00	0.000000E+00 
230.00	0.000000E+00 
240.00	0.000000E+00 
250.00	0.000000E+00 
260.00	0.000000E+00 
270.00	0.000000E+00 
280.00	0.000000E+00 
290.00	0.000000E+00 
300.00	0.000000E+00 
310.00	0.000000E+00 
320.00	0.000000E+00 
330.00	0.000000E+00 
340.00	0.000000E+00 
350.00	0.000000E+00 
360.00	0.000000E+00 
370.00	0.000000E+00 
380.00	0.000000E+00 
390.00	0.000000E+00 
400.00	0.000000E+00 
410.00	0.000000E+00 
420.00	0.000000E+00 
430.00	0.000000E+00 
440.00	0.000000E+00 
450.00	0.000000E+00 
460.00	0.000000E+00 
470.00	0.000000E+00 
480.00	0.000000E+00 
490.00	0.000000E+00 
500.00	0.000000E+00 
510.00	0.000000E+00 
520.00	0.000000E+00 
530.00	0.000000E+00 
540.00	0.000000E+00 
550.00	0.000000E+00 
560.00	0.000000E+00 
570.00	0.000000E+00 
580.00	0.000000E+00 
590.00	0.000000E+00 
600.00	0.000000E+00 
610.00	0.000000E+00 
620.00	0.000000E+00 
630.00	0.000000E+00 
640.00	8.934370E+10 
650.00	8.972616E+10 
660.00	9.018466E+10 
670.00	9.090551E+10 
680.00	9.189537E+10 
690.00	9.280873E+10 
700.00	9.363737E+10 
710.00	9.455618E+10 
720.00	9.584616E+10 
730.00	9.728284E+10 
740.00	9.879027E+10 
750.00	1.002037E+11 
760.00	1.017587E+11 
770.00	1.037250E+11 
780.00	1.059920E+11 
790.00	1.082726E+11 
800.00	1.103782E+11 
810.00	1.127569E+11 
820.00	1.157142E+11 
830.00	1.190380E+11 
840.00	1.223407E+11 
850.00	1.256077E+11 
860.00	1.292876E+11 
870.00	1.335903E+11 
880.00	1.384946E+11 
890.00	1.435225E+11 
900.00	1.485999E+11 
910.00	1.542316E+11 
920.00	1.609163E+11 
930.00	1.683352E+11 
940.00	1.760741E+11 
950.00	1.841059E+11 
960.00	1.932037E+11 
970.00	2.038172E+11 
980.00	2.158680E+11 
990.00	2.286388E+11 
1000.00	2.423533E+11 
1010.00	2.579710E+11 
1020.00	2.763953E+11 
1030.00	2.974920E+11 
1040.00	3.207659E+11 
1050.00	3.465442E+11 
1060.00	3.765806E+11 
1070.00	4.126625E+11 
1080.00	4.552891E+11 
1090.00	5.043431E+11 
1100.00	5.614343E+11 
1110.00	6.308794E+11 
1120.00	7.177729E+11 
1130.00	8.262343E+11 
1140.00	9.608833E+11 
1150.00	1.132083E+12 
1160.00	1.359933E+12 
1170.00	1.679591E+12 
1180.00	2.157312E+12 
1190.00	2.958090E+12 
1200.00	4.659547E+12 
1210.00	9.202298E+12 
