#DELTA21, K = 1.757079
#Energy[eV]	Flux[ph/s/eV/100mA] 
100.00	0.000000E+00 
110.00	0.000000E+00 
120.00	0.000000E+00 
130.00	0.000000E+00 
140.00	0.000000E+00 
150.00	0.000000E+00 
160.00	0.000000E+00 
170.00	0.000000E+00 
180.00	0.000000E+00 
190.00	0.000000E+00 
200.00	0.000000E+00 
210.00	0.000000E+00 
220.00	0.000000E+00 
230.00	0.000000E+00 
240.00	0.000000E+00 
250.00	0.000000E+00 
260.00	0.000000E+00 
270.00	0.000000E+00 
280.00	0.000000E+00 
290.00	0.000000E+00 
300.00	0.000000E+00 
310.00	0.000000E+00 
320.00	0.000000E+00 
330.00	0.000000E+00 
340.00	0.000000E+00 
350.00	0.000000E+00 
360.00	0.000000E+00 
370.00	0.000000E+00 
380.00	0.000000E+00 
390.00	0.000000E+00 
400.00	0.000000E+00 
410.00	0.000000E+00 
420.00	0.000000E+00 
430.00	0.000000E+00 
440.00	0.000000E+00 
450.00	0.000000E+00 
460.00	0.000000E+00 
470.00	0.000000E+00 
480.00	0.000000E+00 
490.00	0.000000E+00 
500.00	0.000000E+00 
510.00	0.000000E+00 
520.00	0.000000E+00 
530.00	0.000000E+00 
540.00	0.000000E+00 
550.00	0.000000E+00 
560.00	0.000000E+00 
570.00	0.000000E+00 
580.00	0.000000E+00 
590.00	0.000000E+00 
600.00	0.000000E+00 
610.00	0.000000E+00 
620.00	0.000000E+00 
630.00	0.000000E+00 
640.00	0.000000E+00 
650.00	0.000000E+00 
660.00	0.000000E+00 
670.00	0.000000E+00 
680.00	0.000000E+00 
690.00	0.000000E+00 
700.00	0.000000E+00 
710.00	0.000000E+00 
720.00	0.000000E+00 
730.00	0.000000E+00 
740.00	0.000000E+00 
750.00	0.000000E+00 
760.00	0.000000E+00 
770.00	0.000000E+00 
780.00	0.000000E+00 
790.00	0.000000E+00 
800.00	0.000000E+00 
810.00	8.264801E+10 
820.00	8.321881E+10 
830.00	8.345352E+10 
840.00	8.419019E+10 
850.00	8.454807E+10 
860.00	8.530706E+10 
870.00	8.596131E+10 
880.00	8.662398E+10 
890.00	8.760642E+10 
900.00	8.823279E+10 
910.00	8.940520E+10 
920.00	9.014844E+10 
930.00	9.142217E+10 
940.00	9.247582E+10 
950.00	9.375590E+10 
960.00	9.525249E+10 
970.00	9.643471E+10 
980.00	9.826694E+10 
990.00	9.955113E+10 
1000.00	1.016104E+11 
1010.00	1.032712E+11 
1020.00	1.052674E+11 
1030.00	1.075222E+11 
1040.00	1.094896E+11 
1050.00	1.122213E+11 
1060.00	1.143688E+11 
1070.00	1.174683E+11 
1080.00	1.201459E+11 
1090.00	1.232875E+11 
1100.00	1.266357E+11 
1110.00	1.300230E+11 
1120.00	1.342005E+11 
1130.00	1.377633E+11 
1140.00	1.425464E+11 
1150.00	1.468374E+11 
1160.00	1.520028E+11 
1170.00	1.574407E+11 
1180.00	1.629935E+11 
1190.00	1.697148E+11 
1200.00	1.758767E+11 
1210.00	1.838458E+11 
