#Energy[eV]	Flux[ph/s/0.1%bw/100mA] 
100.00	0.000000E+00 
110.00	0.000000E+00 
120.00	0.000000E+00 
130.00	0.000000E+00 
140.00	0.000000E+00 
150.00	0.000000E+00 
160.00	0.000000E+00 
170.00	0.000000E+00 
180.00	0.000000E+00 
190.00	0.000000E+00 
200.00	0.000000E+00 
210.00	0.000000E+00 
220.00	0.000000E+00 
230.00	0.000000E+00 
240.00	0.000000E+00 
250.00	0.000000E+00 
260.00	0.000000E+00 
270.00	0.000000E+00 
280.00	0.000000E+00 
290.00	0.000000E+00 
300.00	0.000000E+00 
310.00	0.000000E+00 
320.00	0.000000E+00 
330.00	0.000000E+00 
340.00	0.000000E+00 
350.00	0.000000E+00 
360.00	0.000000E+00 
370.00	0.000000E+00 
380.00	0.000000E+00 
390.00	0.000000E+00 
400.00	0.000000E+00 
410.00	0.000000E+00 
420.00	0.000000E+00 
430.00	0.000000E+00 
440.00	0.000000E+00 
450.00	0.000000E+00 
460.00	0.000000E+00 
470.00	0.000000E+00 
480.00	0.000000E+00 
490.00	0.000000E+00 
500.00	0.000000E+00 
510.00	0.000000E+00 
520.00	0.000000E+00 
530.00	0.000000E+00 
540.00	0.000000E+00 
550.00	0.000000E+00 
560.00	0.000000E+00 
570.00	0.000000E+00 
580.00	0.000000E+00 
590.00	0.000000E+00 
600.00	0.000000E+00 
610.00	0.000000E+00 
620.00	0.000000E+00 
630.00	0.000000E+00 
640.00	0.000000E+00 
650.00	0.000000E+00 
660.00	0.000000E+00 
670.00	0.000000E+00 
680.00	0.000000E+00 
690.00	0.000000E+00 
700.00	0.000000E+00 
710.00	0.000000E+00 
720.00	0.000000E+00 
730.00	0.000000E+00 
740.00	0.000000E+00 
750.00	0.000000E+00 
760.00	0.000000E+00 
770.00	0.000000E+00 
780.00	0.000000E+00 
790.00	0.000000E+00 
800.00	0.000000E+00 
810.00	0.000000E+00 
820.00	3.807534E+10 
830.00	3.525965E+10 
840.00	3.952332E+10 
850.00	3.841176E+10 
860.00	3.770192E+10 
870.00	4.227178E+10 
880.00	3.876603E+10 
890.00	4.160031E+10 
900.00	4.387023E+10 
910.00	4.031130E+10 
920.00	4.607775E+10 
930.00	4.446837E+10 
940.00	4.387462E+10 
950.00	4.985375E+10 
960.00	4.522995E+10 
970.00	4.935943E+10 
980.00	5.214580E+10 
990.00	4.770850E+10 
1000.00	5.561538E+10 
1010.00	5.326630E+10 
1020.00	5.301096E+10 
1030.00	6.093614E+10 
1040.00	5.474639E+10 
1050.00	6.093242E+10 
1060.00	6.434470E+10 
1070.00	5.882997E+10 
1080.00	6.990103E+10 
1090.00	6.639877E+10 
1100.00	6.695045E+10 
1110.00	7.772455E+10 
1120.00	6.937178E+10 
1130.00	7.887336E+10 
1140.00	8.319387E+10 
1150.00	7.637088E+10 
1160.00	9.245891E+10 
1170.00	8.723934E+10 
1180.00	8.947674E+10 
1190.00	1.047755E+11 
1200.00	9.328239E+10 
1210.00	1.085131E+11 
1220.00	1.143693E+11 
