#Energy[eV]	Flux[ph/s/eV/100mA] 
100.00	0.000000E+00 
110.00	0.000000E+00 
120.00	0.000000E+00 
130.00	0.000000E+00 
140.00	0.000000E+00 
150.00	0.000000E+00 
160.00	0.000000E+00 
170.00	0.000000E+00 
180.00	0.000000E+00 
190.00	0.000000E+00 
200.00	0.000000E+00 
210.00	0.000000E+00 
220.00	0.000000E+00 
230.00	0.000000E+00 
240.00	0.000000E+00 
250.00	0.000000E+00 
260.00	0.000000E+00 
270.00	0.000000E+00 
280.00	0.000000E+00 
290.00	0.000000E+00 
300.00	0.000000E+00 
310.00	0.000000E+00 
320.00	0.000000E+00 
330.00	0.000000E+00 
340.00	0.000000E+00 
350.00	0.000000E+00 
360.00	0.000000E+00 
370.00	0.000000E+00 
380.00	0.000000E+00 
390.00	0.000000E+00 
400.00	0.000000E+00 
410.00	0.000000E+00 
420.00	0.000000E+00 
430.00	0.000000E+00 
440.00	0.000000E+00 
450.00	0.000000E+00 
460.00	0.000000E+00 
470.00	0.000000E+00 
480.00	0.000000E+00 
490.00	0.000000E+00 
500.00	0.000000E+00 
510.00	0.000000E+00 
520.00	0.000000E+00 
530.00	0.000000E+00 
540.00	0.000000E+00 
550.00	0.000000E+00 
560.00	0.000000E+00 
570.00	0.000000E+00 
580.00	0.000000E+00 
590.00	0.000000E+00 
600.00	0.000000E+00 
610.00	0.000000E+00 
620.00	0.000000E+00 
630.00	0.000000E+00 
640.00	0.000000E+00 
650.00	0.000000E+00 
660.00	0.000000E+00 
670.00	0.000000E+00 
680.00	0.000000E+00 
690.00	0.000000E+00 
700.00	0.000000E+00 
710.00	0.000000E+00 
720.00	0.000000E+00 
730.00	0.000000E+00 
740.00	0.000000E+00 
750.00	0.000000E+00 
760.00	0.000000E+00 
770.00	0.000000E+00 
780.00	0.000000E+00 
790.00	4.658133E+10 
800.00	4.241637E+10 
810.00	4.866918E+10 
820.00	4.599815E+10 
830.00	4.354911E+10 
840.00	5.012195E+10 
850.00	4.557841E+10 
860.00	4.537720E+10 
870.00	5.148020E+10 
880.00	4.550399E+10 
890.00	4.787998E+10 
900.00	5.269768E+10 
910.00	4.597586E+10 
920.00	5.098128E+10 
930.00	5.374200E+10 
940.00	4.718632E+10 
950.00	5.458780E+10 
960.00	5.471980E+10 
970.00	4.936093E+10 
980.00	5.855156E+10 
990.00	5.575004E+10 
1000.00	5.265600E+10 
1010.00	6.274187E+10 
1020.00	5.705779E+10 
1030.00	5.723995E+10 
1040.00	6.706293E+10 
1050.00	5.900088E+10 
1060.00	6.320784E+10 
1070.00	7.146682E+10 
1080.00	6.199079E+10 
1090.00	7.061823E+10 
1100.00	7.599143E+10 
1110.00	6.651308E+10 
1120.00	7.951481E+10 
1130.00	8.083879E+10 
1140.00	7.313469E+10 
1150.00	8.990664E+10 
1160.00	8.638749E+10 
1170.00	8.257306E+10 
1180.00	1.018996E+11 
1190.00	9.328317E+10 
1200.00	9.559852E+10 
1210.00	1.156942E+11 
1220.00	1.025064E+11 
1230.00	1.132048E+11 
