#APU18, K = 2.3
#Energy[eV]	Flux[ph/s/eV/100mA] 
100.00	0.000000E+00 
110.00	0.000000E+00 
120.00	0.000000E+00 
130.00	0.000000E+00 
140.00	0.000000E+00 
150.00	0.000000E+00 
160.00	0.000000E+00 
170.00	0.000000E+00 
180.00	0.000000E+00 
190.00	0.000000E+00 
200.00	0.000000E+00 
210.00	0.000000E+00 
220.00	0.000000E+00 
230.00	0.000000E+00 
240.00	0.000000E+00 
250.00	0.000000E+00 
260.00	0.000000E+00 
270.00	0.000000E+00 
280.00	0.000000E+00 
290.00	0.000000E+00 
300.00	0.000000E+00 
310.00	0.000000E+00 
320.00	0.000000E+00 
330.00	0.000000E+00 
340.00	0.000000E+00 
350.00	0.000000E+00 
360.00	0.000000E+00 
370.00	0.000000E+00 
380.00	0.000000E+00 
390.00	0.000000E+00 
400.00	0.000000E+00 
410.00	0.000000E+00 
420.00	0.000000E+00 
430.00	0.000000E+00 
440.00	0.000000E+00 
450.00	0.000000E+00 
460.00	0.000000E+00 
470.00	0.000000E+00 
480.00	0.000000E+00 
490.00	0.000000E+00 
500.00	0.000000E+00 
510.00	0.000000E+00 
520.00	0.000000E+00 
530.00	0.000000E+00 
540.00	0.000000E+00 
550.00	0.000000E+00 
560.00	0.000000E+00 
570.00	0.000000E+00 
580.00	0.000000E+00 
590.00	0.000000E+00 
600.00	0.000000E+00 
610.00	0.000000E+00 
620.00	0.000000E+00 
630.00	0.000000E+00 
640.00	0.000000E+00 
650.00	7.905634E+10 
660.00	7.940067E+10 
670.00	7.983796E+10 
680.00	8.035182E+10 
690.00	8.092036E+10 
700.00	8.165910E+10 
710.00	8.236209E+10 
720.00	8.318739E+10 
730.00	8.412345E+10 
740.00	8.517526E+10 
750.00	8.629738E+10 
760.00	8.762019E+10 
770.00	8.901424E+10 
780.00	9.051896E+10 
790.00	9.205670E+10 
800.00	9.390810E+10 
810.00	9.585417E+10 
820.00	9.794784E+10 
830.00	1.002210E+11 
840.00	1.026514E+11 
850.00	1.051934E+11 
860.00	1.080164E+11 
870.00	1.110697E+11 
880.00	1.144497E+11 
890.00	1.179611E+11 
900.00	1.217813E+11 
910.00	1.259652E+11 
920.00	1.305431E+11 
930.00	1.354858E+11 
940.00	1.408814E+11 
950.00	1.467707E+11 
960.00	1.532293E+11 
970.00	1.603977E+11 
980.00	1.682316E+11 
990.00	1.768807E+11 
1000.00	1.864394E+11 
1010.00	1.970225E+11 
1020.00	2.087603E+11 
1030.00	2.218824E+11 
1040.00	2.365658E+11 
1050.00	2.530561E+11 
1060.00	2.717868E+11 
1070.00	2.929972E+11 
1080.00	3.172288E+11 
1090.00	3.450541E+11 
1100.00	3.773552E+11 
1110.00	4.149806E+11 
1120.00	4.593722E+11 
1130.00	5.122438E+11 
1140.00	5.758536E+11 
1150.00	6.534016E+11 
1160.00	7.493457E+11 
1170.00	8.700902E+11 
1180.00	1.025252E+12 
1190.00	1.229468E+12 
1200.00	1.506760E+12 
1210.00	1.903235E+12 
1220.00	2.525229E+12 
