#APU18, K = 2.155792
#Energy[eV]	Flux[ph/s/eV/100mA] 
100.00	0.000000E+00 
110.00	0.000000E+00 
120.00	0.000000E+00 
130.00	0.000000E+00 
140.00	0.000000E+00 
150.00	0.000000E+00 
160.00	0.000000E+00 
170.00	0.000000E+00 
180.00	0.000000E+00 
190.00	0.000000E+00 
200.00	0.000000E+00 
210.00	0.000000E+00 
220.00	0.000000E+00 
230.00	0.000000E+00 
240.00	0.000000E+00 
250.00	0.000000E+00 
260.00	0.000000E+00 
270.00	0.000000E+00 
280.00	0.000000E+00 
290.00	0.000000E+00 
300.00	0.000000E+00 
310.00	0.000000E+00 
320.00	0.000000E+00 
330.00	0.000000E+00 
340.00	0.000000E+00 
350.00	0.000000E+00 
360.00	0.000000E+00 
370.00	0.000000E+00 
380.00	0.000000E+00 
390.00	0.000000E+00 
400.00	0.000000E+00 
410.00	0.000000E+00 
420.00	0.000000E+00 
430.00	0.000000E+00 
440.00	0.000000E+00 
450.00	0.000000E+00 
460.00	0.000000E+00 
470.00	0.000000E+00 
480.00	0.000000E+00 
490.00	0.000000E+00 
500.00	0.000000E+00 
510.00	0.000000E+00 
520.00	0.000000E+00 
530.00	0.000000E+00 
540.00	0.000000E+00 
550.00	0.000000E+00 
560.00	0.000000E+00 
570.00	0.000000E+00 
580.00	0.000000E+00 
590.00	0.000000E+00 
600.00	0.000000E+00 
610.00	0.000000E+00 
620.00	0.000000E+00 
630.00	0.000000E+00 
640.00	0.000000E+00 
650.00	0.000000E+00 
660.00	0.000000E+00 
670.00	0.000000E+00 
680.00	0.000000E+00 
690.00	0.000000E+00 
700.00	0.000000E+00 
710.00	7.731812E+10 
720.00	7.770196E+10 
730.00	7.806731E+10 
740.00	7.858547E+10 
750.00	7.905745E+10 
760.00	7.957398E+10 
770.00	8.021808E+10 
780.00	8.082949E+10 
790.00	8.162314E+10 
800.00	8.253209E+10 
810.00	8.353330E+10 
820.00	8.449659E+10 
830.00	8.556834E+10 
840.00	8.670459E+10 
850.00	8.802327E+10 
860.00	8.942701E+10 
870.00	9.097479E+10 
880.00	9.273013E+10 
890.00	9.437620E+10 
900.00	9.620038E+10 
910.00	9.819597E+10 
920.00	1.003393E+11 
930.00	1.026256E+11 
940.00	1.050893E+11 
950.00	1.078072E+11 
960.00	1.107519E+11 
970.00	1.138182E+11 
980.00	1.171554E+11 
990.00	1.206810E+11 
1000.00	1.244706E+11 
1010.00	1.286269E+11 
1020.00	1.331247E+11 
1030.00	1.380435E+11 
1040.00	1.433676E+11 
1050.00	1.491600E+11 
1060.00	1.553519E+11 
1070.00	1.620123E+11 
1080.00	1.693049E+11 
1090.00	1.773800E+11 
1100.00	1.863189E+11 
1110.00	1.961499E+11 
1120.00	2.070332E+11 
1130.00	2.189717E+11 
1140.00	2.320826E+11 
1150.00	2.466383E+11 
1160.00	2.630357E+11 
1170.00	2.815341E+11 
1180.00	3.025238E+11 
1190.00	3.264492E+11 
1200.00	3.536019E+11 
1210.00	3.846425E+11 
1220.00	4.204036E+11 
